Title,BSR,Price in £ (starting from),Author,ASIN,ISBN-10,ISBN-13,URL
Period Reproduction Buckram Hats: The Costumer’s Guide,"380,193",170.63,Crystal G. Herman,1138414735, 9781138414730, 978-1138414730,https://www.amazon.co.uk/Period-Reproduction-Buckram-Hats-Costumers/dp/1138414735/ref=sr_1_303?s=books&ie=UTF8&qid=1540478779&sr=1-303&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Face: Pictorial Atlas of Clinical Anatomy,"23,973",310.07,Ralf J. Radlanski,1850972907, 9781850972907, 978-1850972907,https://www.amazon.co.uk/Face-Pictorial-Atlas-Clinical-Anatomy/dp/1850972907/ref=sr_1_301?s=books&ie=UTF8&qid=1540478779&sr=1-301&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Rosen's Emergency Medicine: Concepts and Clinical Practice: 2-Volume Set, 9e","31,118",248.10,Ron Walls MD,0323354793, 0323354793, 978-0323354790,https://www.amazon.co.uk/Rosens-Emergency-Medicine-Concepts-Clinical/dp/0323354793/ref=sr_1_300?s=books&ie=UTF8&qid=1540478779&sr=1-300&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Single-Particle Cryo-Electron Microscopy: The Path Toward Atomic Resolution/ Selected Papers Of Joachim Frank With Commentaries: 10 (Series in Structural Biology),"599,008",150.30,Joachim Frank,9813234857, 9813234857, 978-9813234857,https://www.amazon.co.uk/Single-Particle-Cryo-Electron-Microscopy-Resolution-Commentaries/dp/9813234857/ref=sr_1_299?s=books&ie=UTF8&qid=1540478779&sr=1-299&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Law of Public and Utilities Procurement Volume 1 Volume 1: Regulation in the EU and UK,"379,782",268.81,Professor Sue Arrowsmith,0421966904, 0421966904, 978-0421966901,https://www.amazon.co.uk/Law-Public-Utilities-Procurement-Regulation/dp/0421966904/ref=sr_1_298?s=books&ie=UTF8&qid=1540478779&sr=1-298&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Star Wars Art: Ralph McQuarrie,"89,987",164.30,Brandon Alinger,1419717936, 1419717936, 978-1419717932,https://www.amazon.co.uk/Star-Wars-Art-Ralph-McQuarrie/dp/1419717936/ref=sr_1_297?s=books&ie=UTF8&qid=1540478779&sr=1-297&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Selected Writings of Andrew Lang (The Pickering Masters),"255,905",538.39,Tom Hubbard,1848931484, 1848931484, 978-1848931480,https://www.amazon.co.uk/Selected-Writings-Andrew-Pickering-Masters/dp/1848931484/ref=sr_1_292?s=books&ie=UTF8&qid=1540478779&sr=1-292&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Discerning the Voice of God - Leader Kit - Updated Edition,"618,242",278.29,Priscilla Shirer,1462774059, 1462774059, 978-1462774050,https://www.amazon.co.uk/Discerning-Voice-God-Leader-Updated/dp/1462774059/ref=sr_1_289?s=books&ie=UTF8&qid=1540478779&sr=1-289&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Discerning the Voice of God - Leader Kit - Updated Edition,"618,242",278.29,Priscilla Shirer,1462774059, 1462774059, 978-1462774050,https://www.amazon.co.uk/Discerning-Voice-God-Leader-Updated/dp/1462774059/ref=sr_1_285?s=books&ie=UTF8&qid=1540478761&sr=1-285&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Information Game in Democracy,"495,300",139.24,Dipankar Sinha,1138063207, 9781138063204, 978-1138063204,https://www.amazon.co.uk/Information-Game-Democracy-Dipankar-Sinha/dp/1138063207/ref=sr_1_283?s=books&ie=UTF8&qid=1540478761&sr=1-283&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Studies in Brythonic Word Order (Current Issues in Linguistic Theory),"451,580",102.69,James Fife,9027235805, 9027235805, 978-9027235800,https://www.amazon.co.uk/Studies-Brythonic-Current-Issues-Linguistic/dp/9027235805/ref=sr_1_282?s=books&ie=UTF8&qid=1540478761&sr=1-282&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Atlas of Ultrasound-Guided Procedures in Interventional Pain Management,"609,806",242.09,Samer N. Narouze,1493977520, 1493977520, 978-1493977529,https://www.amazon.co.uk/Atlas-Ultrasound-Guided-Procedures-Interventional-Management/dp/1493977520/ref=sr_1_280?s=books&ie=UTF8&qid=1540478761&sr=1-280&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Arbitration in Belgium: A Practitioner's Guide,"623,883",405.00,Niuscha Bassiri,9041152253, 9041152253, 978-9041152251,https://www.amazon.co.uk/Arbitration-Belgium-Practitioners-Niuscha-Bassiri/dp/9041152253/ref=sr_1_277?s=books&ie=UTF8&qid=1540478761&sr=1-277&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Campbell's Operative Orthopaedics, 4-Volume Set, 13e","182,945",230.01,Frederick M Azar MD,032337462X, 032337462X, 978-0323374620,https://www.amazon.co.uk/Campbells-Operative-Orthopaedics-Set-13e/dp/032337462X/ref=sr_1_276?s=books&ie=UTF8&qid=1540478761&sr=1-276&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Law of Public and Utilities Procurement Volume 2 Volume 2: Regulation in the EU and the UK (Highway Law),"333,116",170.27,Professor Sue Arrowsmith,0414024915, 0414024915, 978-0414024915,https://www.amazon.co.uk/Law-Public-Utilities-Procurement-Regulation/dp/0414024915/ref=sr_1_274?s=books&ie=UTF8&qid=1540478761&sr=1-274&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Facts and Artefacts - Art in the Islamic World: Festschrift for Jens Kröger on His 65th Birthday (Islamic History and Civilization: Studies and Texts),"550,986",106.93,Annette Hagedorn,9004157824, 9004157824, 978-9004157828,https://www.amazon.co.uk/Facts-Artefacts-Festschrift-Birthday-Civilization/dp/9004157824/ref=sr_1_273?s=books&ie=UTF8&qid=1540478761&sr=1-273&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Landscape Photographer of the Year : Collection 11 (Aa),"124,730","1,000.00",Charlie Waite,0749579072, 0749579072, 978-0749579074,https://www.amazon.co.uk/Landscape-Photographer-Year-Collection-11/dp/0749579072/ref=sr_1_271?s=books&ie=UTF8&qid=1540478748&sr=1-271&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Pediatric Sonography,"555,098",171.71,Marilyn J. Siegel,1496370562, 1496370562, 978-1496370563,https://www.amazon.co.uk/Pediatric-Sonography-Marilyn-J-Siegel/dp/1496370562/ref=sr_1_270?s=books&ie=UTF8&qid=1540478748&sr=1-270&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"1-2: Imams in Western Europe: Developments, Transformations, and Institutional Challenges","565,606",166.13,Mohammed Hashas,9462983836, 9462983836, 978-9462983830,https://www.amazon.co.uk/1-2-Developments-Transformations-Institutional-Challenges/dp/9462983836/ref=sr_1_269?s=books&ie=UTF8&qid=1540478748&sr=1-269&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
John Elliot Cairnes: Collected Works,"345,453",792.63,Tom Boylan,0415312191, 0415312191, 978-0415312196,https://www.amazon.co.uk/John-Elliot-Cairnes-Collected-Works/dp/0415312191/ref=sr_1_266?s=books&ie=UTF8&qid=1540478748&sr=1-266&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Idea of European Islam: Religion, Ethics, Politics and Perpetual Modernity (Routledge Islamic Studies Series)","567,931",315.68,Mohammed Hashas,113809384X, 9781138093843, 978-1138093843,https://www.amazon.co.uk/Idea-European-Islam-Perpetual-Modernity/dp/113809384X/ref=sr_1_263?s=books&ie=UTF8&qid=1540478748&sr=1-263&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Abdomen and Superficial Structures (Diagnostic Medical Sonography Series),"411,581",106.40,Diane Kawamura,1496354923, 1496354923, 978-1496354921,https://www.amazon.co.uk/Abdomen-Superficial-Structures-Diagnostic-Sonography/dp/1496354923/ref=sr_1_261?s=books&ie=UTF8&qid=1540478748&sr=1-261&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
From Samarkhand to Sardis: A New Approach to the Seleucid Empire (Hellenistic Culture and Society),"642,836",215.00,Susan Sherwin-White,0520081838, 0520081838, 978-0520081833,https://www.amazon.co.uk/Samarkhand-Sardis-Approach-Seleucid-Hellenistic/dp/0520081838/ref=sr_1_260?s=books&ie=UTF8&qid=1540478748&sr=1-260&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Ullmann's Fine Chemicals: 3 Volume Set,"394,126",417.60,Wiley-VCH,3527334777, 9783527334773, 978-3527334773,https://www.amazon.co.uk/Ullmanns-Fine-Chemicals-3-Set/dp/3527334777/ref=sr_1_259?s=books&ie=UTF8&qid=1540478748&sr=1-259&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Campbell Biology,"265,766",138.74,Lisa A. Urry,0134093410, 9780134093413, 978-0134093413,https://www.amazon.co.uk/Campbell-Biology-Lisa-Urry/dp/0134093410/ref=sr_1_258?s=books&ie=UTF8&qid=1540478748&sr=1-258&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Wine Grapes: A complete guide to 1,368 vine varieties, including their origins and flavours","154,072",108.67,Jancis Robinson,1846144469, 1846144469, 978-1846144462,https://www.amazon.co.uk/Wine-Grapes-complete-varieties-including/dp/1846144469/ref=sr_1_254?s=books&ie=UTF8&qid=1540478733&sr=1-254&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Zoogeography of Israel: The Distribution and Abundance at a Zoogeographical Crossroad (Monographiae Biologicae),"484,839",352.50,Yoram Yom-Tov,9061936500, 9789061936503, 978-9061936503,https://www.amazon.co.uk/Zoogeography-Israel-Distribution-Zoogeographical-Monographiae/dp/9061936500/ref=sr_1_253?s=books&ie=UTF8&qid=1540478733&sr=1-253&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Professional Indemnity Insurance,"148,106",202.48,Mark Cannon QC,0198725183, 0198725183, 978-0198725183,https://www.amazon.co.uk/Professional-Indemnity-Insurance-Mark-Cannon/dp/0198725183/ref=sr_1_252?s=books&ie=UTF8&qid=1540478733&sr=1-252&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Fragments of Metropolis Berlin: Berlin's Expressionist Legacy,"284,776",105.67,Niels Lehmann,3777422908, 3777422908, 978-3777422909,https://www.amazon.co.uk/Fragments-Metropolis-Berlin-Berlins-Expressionist/dp/3777422908/ref=sr_1_249?s=books&ie=UTF8&qid=1540478733&sr=1-249&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
DIESEL EMISSIONS AND THEIR CONTROL,"492,406",126.60,W. Addy. Majewski,0768006740, 0768006740, 978-0768006742,https://www.amazon.co.uk/DIESEL-EMISSIONS-THEIR-CONTROL-Majewski/dp/0768006740/ref=sr_1_248?s=books&ie=UTF8&qid=1540478733&sr=1-248&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Christian Hebraism in the Reformation Era (1500-1660): Authors, Books, and the Transmission of Jewish Learning (Library of the Written Word)","521,478",199.00,Stephen G Burnett,9004222480, 9004222480, 978-9004222489,https://www.amazon.co.uk/Christian-Hebraism-Reformation-Era-1500-1660/dp/9004222480/ref=sr_1_247?s=books&ie=UTF8&qid=1540478733&sr=1-247&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Advances in Composites Manufacturing and Process Design,"457,384",246.72,Philippe Boisse Professor,1782423079, 1782423079, 978-1782423072,https://www.amazon.co.uk/Advances-Composites-Manufacturing-Process-Design/dp/1782423079/ref=sr_1_244?s=books&ie=UTF8&qid=1540478733&sr=1-244&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Mechanics of Unsaturated Geomaterials,"555,212",142.75,Lyesse Laloui,1848212666, 1848212666, 978-1848212664,https://www.amazon.co.uk/Mechanics-Unsaturated-Geomaterials-Lyesse-Laloui/dp/1848212666/ref=sr_1_243?s=books&ie=UTF8&qid=1540478733&sr=1-243&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Spon's Civil Engineering and Highway Works Price Book 2018 (Spon's Price Books),"355,596",154.59,AECOM,1138091642, 1138091642, 978-1138091641,https://www.amazon.co.uk/Spons-Civil-Engineering-Highway-Works/dp/1138091642/ref=sr_1_235?s=books&ie=UTF8&qid=1540478716&sr=1-235&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Harland Miller - Overcoming Optimism by Michael Bracewell (2012-12-14),"603,111",928.88,Michael Bracewell;Tim Marlow;Harland Miller,B01K3IWLU0,Not available,Not available,https://www.amazon.co.uk/Harland-Miller-Overcoming-Bracewell-2012-12-14/dp/B01K3IWLU0/ref=sr_1_232?s=books&ie=UTF8&qid=1540478716&sr=1-232&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Flavours and Fragrances: Chemistry, Bioprocessing and Sustainability","480,892",126.69,R. G. Berger,3540493387, 3540493387, 978-3540493389,https://www.amazon.co.uk/Flavours-Fragrances-Chemistry-Bioprocessing-Sustainability/dp/3540493387/ref=sr_1_230?s=books&ie=UTF8&qid=1540478716&sr=1-230&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
'The Vicar's Garden' and Other Stories (The Cambridge Edition of the Works of D. H. Lawrence),"339,707",101.92,D. H. Lawrence,052186710X, 9780521867108, 978-0521867108,https://www.amazon.co.uk/Vicars-Garden-Stories-Cambridge-Lawrence/dp/052186710X/ref=sr_1_229?s=books&ie=UTF8&qid=1540478716&sr=1-229&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Illustrated Guide to Aesthetic Botulinum Toxin Injections (Aesthetic Methods for Skin Rejuvenation),"216,782",349.56,Michael Kane,1850972508, 1850972508, 978-1850972501,https://www.amazon.co.uk/Illustrated-Aesthetic-Botulinum-Injections-Rejuvenation/dp/1850972508/ref=sr_1_226?s=books&ie=UTF8&qid=1540478716&sr=1-226&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Braunwald's Heart Disease: A Textbook of Cardiovascular Medicine, 2-Volume Set, 11e","82,785",100.00,Douglas P. Zipes MD,0323463428, 0323463428, 978-0323463423,https://www.amazon.co.uk/Braunwalds-Heart-Disease-Textbook-Cardiovascular/dp/0323463428/ref=sr_1_225?s=books&ie=UTF8&qid=1540478716&sr=1-225&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Illustrated Guide to Aesthetic Botulinum Toxin Injections (Aesthetic Methods for Skin Rejuvenation),"216,782",349.56,Michael Kane,1850972508, 1850972508, 978-1850972501,https://www.amazon.co.uk/Illustrated-Aesthetic-Botulinum-Injections-Rejuvenation/dp/1850972508/ref=sr_1_222?s=books&ie=UTF8&qid=1540478698&sr=1-222&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Braunwald's Heart Disease: A Textbook of Cardiovascular Medicine, 2-Volume Set, 11e","82,785",100.00,Douglas P. Zipes MD,0323463428, 0323463428, 978-0323463423,https://www.amazon.co.uk/Braunwalds-Heart-Disease-Textbook-Cardiovascular/dp/0323463428/ref=sr_1_221?s=books&ie=UTF8&qid=1540478698&sr=1-221&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Financial Reporting and Analysis,"541,226",193.80,Lawrence Revsine,1259722651, 1259722651, 978-1259722653,https://www.amazon.co.uk/Financial-Reporting-Analysis-Lawrence-Revsine/dp/1259722651/ref=sr_1_219?s=books&ie=UTF8&qid=1540478698&sr=1-219&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Neurology,"60,595",161.04,Charles Clarke,111848617X, 111848617X, 978-1118486177,https://www.amazon.co.uk/Neurology-Charles-Clarke/dp/111848617X/ref=sr_1_216?s=books&ie=UTF8&qid=1540478698&sr=1-216&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Campaign in Mesopotamia 1914-1918,"421,950",134.94,F.J. Moberly,1901623068, 1901623068, 978-1901623062,https://www.amazon.co.uk/Campaign-Mesopotamia-1914-1918-F-J-Moberly/dp/1901623068/ref=sr_1_215?s=books&ie=UTF8&qid=1540478698&sr=1-215&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Green's Operative Hand Surgery, 2-Volume Set, 7e","179,592",237.49,Scott W. Wolfe MD,1455774278, 9781455774272, 978-1455774272,https://www.amazon.co.uk/Greens-Operative-Hand-Surgery-Set/dp/1455774278/ref=sr_1_213?s=books&ie=UTF8&qid=1540478698&sr=1-213&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Handbook of Monetary Economics 3A: Volume 3A,"336,233",179.24,Benjamin M. Friedman,0444532382, 0444532382, 978-0444532381,https://www.amazon.co.uk/Handbook-Monetary-Economics-3A/dp/0444532382/ref=sr_1_212?s=books&ie=UTF8&qid=1540478698&sr=1-212&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Role of Economic Analysis in EU Competition Law: The European School (International Competition Law),"463,640",201.48,Doris Hildebrand,9041162453, 9041162453, 978-9041162458,https://www.amazon.co.uk/Role-Economic-Analysis-Competition-International/dp/9041162453/ref=sr_1_211?s=books&ie=UTF8&qid=1540478698&sr=1-211&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Rutherford's Vascular Surgery and Endovascular Therapy, 2-Volume Set, 9e","163,569",253.63,Anton N Sidawy MD  MPH,032342791X, 032342791X, 978-0323427913,https://www.amazon.co.uk/Rutherfords-Vascular-Surgery-Endovascular-Therapy/dp/032342791X/ref=sr_1_209?s=books&ie=UTF8&qid=1540478698&sr=1-209&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Brill's Companion to Sophocles (Brill's Companions in Classical Studies),"482,274",359.47,Andreas Markantonatos,9004184929, 9004184929, 978-9004184923,https://www.amazon.co.uk/Companion-Sophocles-Companions-Classical-Studies/dp/9004184929/ref=sr_1_207?s=books&ie=UTF8&qid=1540478688&sr=1-207&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Optical Superresolution: PREL 1700 (Springer Series in Optical Sciences),"330,656",126.78,Zeev Zalevsky,0387005919, 9780387005911, 978-0387005911,https://www.amazon.co.uk/Optical-Superresolution-PREL-Springer-Sciences/dp/0387005919/ref=sr_1_205?s=books&ie=UTF8&qid=1540478688&sr=1-205&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Modern Antiquarian: A Pre-millennial Odyssey Through Megalithic Britain : Including a Gazetteer to Over 300 Prehistoric Sites by Cope, Julian (Reissue Edition (2011)","379,827",102.85,No Author Specified!!,B00CF6B9J8,Not available,Not available,https://www.amazon.co.uk/Modern-Antiquarian-Pre-millennial-Megalithic-Prehistoric/dp/B00CF6B9J8/ref=sr_1_204?s=books&ie=UTF8&qid=1540478688&sr=1-204&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Veterinary Surgery: Small Animal Expert Consult: 2-Volume Set, 2e","204,778",149.54,Spencer A. Johnston VMD  DACVS,0323320651, 0323320651, 978-0323320658,https://www.amazon.co.uk/Veterinary-Surgery-Animal-Consult-2/dp/0323320651/ref=sr_1_197?s=books&ie=UTF8&qid=1540478688&sr=1-197&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
British pharmacopoeia 2019 [complete edition - print + download + online access],"691,587",989.87,British Pharmacopoeia Commission,0113230680, 9780113230686, 978-0113230686,https://www.amazon.co.uk/British-pharmacopoeia-2019-complete-download/dp/0113230680/ref=sr_1_188?s=books&ie=UTF8&qid=1540478673&sr=1-188&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Encyclopedic Dictionary of Polymers,"353,946",117.54,Jan W. Gooch,1441962468, 9781441962461, 978-1441962461,https://www.amazon.co.uk/Encyclopedic-Dictionary-Polymers-Jan-Gooch/dp/1441962468/ref=sr_1_187?s=books&ie=UTF8&qid=1540478673&sr=1-187&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Federalism, Secession, and International Recognition Regime: Iraqi Kurdistan (Federalism Studies)","357,854",102.53,Alex Danilovich,1138328812, 1138328812, 978-1138328815,https://www.amazon.co.uk/Federalism-Secession-International-Recognition-Regime/dp/1138328812/ref=sr_1_185?s=books&ie=UTF8&qid=1540478673&sr=1-185&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Legal Tech: How Technology is Changing the Legal World,"361,103",209.14,Markus Hartung,340672924X, 340672924X, 978-3406729249,https://www.amazon.co.uk/Legal-Tech-Technology-Changing-World/dp/340672924X/ref=sr_1_183?s=books&ie=UTF8&qid=1540478673&sr=1-183&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Interaction of Color,"250,148",163.89,Josef Albers,0300146930, 9780300146936, 978-0300146936,https://www.amazon.co.uk/Interaction-Color-Josef-Albers/dp/0300146930/ref=sr_1_180?s=books&ie=UTF8&qid=1540478673&sr=1-180&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
A World History of Political Thought,"327,486",149.07,J. Babb,1786435527, 1786435527, 978-1786435521,https://www.amazon.co.uk/World-History-Political-Thought/dp/1786435527/ref=sr_1_177?s=books&ie=UTF8&qid=1540478673&sr=1-177&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Titan,"275,185",242.85,Theodore Dreiser,0554353814, 0554353814, 978-0554353814,https://www.amazon.co.uk/Titan-Theodore-Dreiser/dp/0554353814/ref=sr_1_175?s=books&ie=UTF8&qid=1540478660&sr=1-175&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Frederic Remington: A Catalogue Raisonne,"339,586",115.23,Peter H. Hassrick,0931618576, 0931618576, 978-0931618574,https://www.amazon.co.uk/Frederic-Remington-Catalogue-Peter-Hassrick/dp/0931618576/ref=sr_1_169?s=books&ie=UTF8&qid=1540478660&sr=1-169&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
British Popular Culture and the First World War (History of Warfare),"302,287",118.30,Jessica Meyer,9004166580, 9004166580, 978-9004166585,https://www.amazon.co.uk/British-Popular-Culture-History-Warfare/dp/9004166580/ref=sr_1_168?s=books&ie=UTF8&qid=1540478660&sr=1-168&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Handbook of Photomedicine,"325,037",177.26,Michael R. Hamblin,1439884692, 1439884692, 978-1439884690,https://www.amazon.co.uk/Handbook-Photomedicine-Michael-R-Hamblin/dp/1439884692/ref=sr_1_167?s=books&ie=UTF8&qid=1540478660&sr=1-167&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Sonic Time Machines: Explicit Sound, Sirenic Voices, and Implicit Sonicity (Recursions)","482,189",137.29,Wolfgang Ernst,9089649492, 9089649492, 978-9089649492,https://www.amazon.co.uk/Sonic-Time-Machines-Explicit-Recursions/dp/9089649492/ref=sr_1_163?s=books&ie=UTF8&qid=1540478660&sr=1-163&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Blackstone's Criminal Practice 2019 (Book, All Supplements, and Digital Pack)","133,816",497.13,David Ormerod QC (Hon.),0198828462, 0198828462, 978-0198828464,https://www.amazon.co.uk/Blackstones-Criminal-Practice-Supplements-Digital/dp/0198828462/ref=sr_1_161?s=books&ie=UTF8&qid=1540478660&sr=1-161&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Me And My Pussies. Told By Me,"456,639",116.71,No Author Specified!!,B002LROBFK,Not available,Not available,https://www.amazon.co.uk/Me-My-Pussies-Told/dp/B002LROBFK/ref=sr_1_158?s=books&ie=UTF8&qid=1540478645&sr=1-158&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Early Childhood Studies,"306,239",318.00,Rod Parker-Rees,1473915910, 1473915910, 978-1473915916,https://www.amazon.co.uk/Early-Childhood-Studies-Rod-Parker-Rees/dp/1473915910/ref=sr_1_157?s=books&ie=UTF8&qid=1540478645&sr=1-157&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Five Dysfunctions of a Team: Facilitator's Guide Set,"34,085",152.15,Patrick M. Lencioni,1118140869, 1118140869, 978-1118140864,https://www.amazon.co.uk/Five-Dysfunctions-Team-Facilitators-Guide/dp/1118140869/ref=sr_1_156?s=books&ie=UTF8&qid=1540478645&sr=1-156&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Laien in der Philosophie des Mittelalters: Hinweise und Anregungen zu einem vernachlässigten Thema: Hinweise Und Anregungen Zu Einem Vernachlaessigten Thema (Bochumer Studien zur Philosophie),"204,536",117.12,Ruedi Imbach,906032059X, 906032059x, 978-9060320594,https://www.amazon.co.uk/Laien-Philosophie-Mittelalters-vernachl%C3%A4ssigten-Vernachlaessigten/dp/906032059X/ref=sr_1_155?s=books&ie=UTF8&qid=1540478645&sr=1-155&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Claiming Citizenship Rights in Europe: Emerging Challenges and Political Agents (Routledge/UACES Contemporary European Studies),"514,317",327.39,Daniele Archibugi,1138036730, 9781138036734, 978-1138036734,https://www.amazon.co.uk/Claiming-Citizenship-Rights-Europe-Contemporary/dp/1138036730/ref=sr_1_154?s=books&ie=UTF8&qid=1540478645&sr=1-154&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Angular Momentum: Understanding Spatial Aspects in Chemistry and Physics (Baker Lecture Series),"273,849",109.41,Richard Zare,0471858927, 0471858927, 978-0471858928,https://www.amazon.co.uk/Angular-Momentum-Understanding-Spatial-Chemistry/dp/0471858927/ref=sr_1_152?s=books&ie=UTF8&qid=1540478645&sr=1-152&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Complete Works of Sir Thomas Wyatt the Elder: Volume One: Prose: 1,"525,280",167.51,Jason Powell,0199228604, 0199228604, 978-0199228607,https://www.amazon.co.uk/Complete-Works-Thomas-Wyatt-Elder/dp/0199228604/ref=sr_1_151?s=books&ie=UTF8&qid=1540478645&sr=1-151&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Implementation and Critical Assessment of the Flipped Classroom Experience (Advances in Educational Technologies and Instructional Design),"319,743",103.52,Abigail G. Scheg,1466674644, 9781466674646, 978-1466674646,https://www.amazon.co.uk/Implementation-Assessment-Educational-Technologies-Instructional/dp/1466674644/ref=sr_1_150?s=books&ie=UTF8&qid=1540478645&sr=1-150&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Perry's Chemical Engineers' Handbook, 9th Edition","234,106",127.34,Don Green,0071834087, 0071834087, 978-0071834087,https://www.amazon.co.uk/Perrys-Chemical-Engineers-Handbook-9th/dp/0071834087/ref=sr_1_148?s=books&ie=UTF8&qid=1540478645&sr=1-148&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
