Title,BSR,Price in £ (starting from),Author,ASIN,ISBN-10,ISBN-13,URL
Contract Law,"322,728",312.45,Paul McDermott,1780432259, 9781780432250, 978-1780432250,https://www.amazon.co.uk/Contract-Law-Paul-McDermott/dp/1780432259/ref=sr_1_1069?s=books&ie=UTF8&qid=1540479590&sr=1-1069&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
A History of Chinese Art 2 Volume Hardback Set (The Cambridge China Library),"527,603",213.82,Song Li,1107016614, 9781107016613, 978-1107016613,https://www.amazon.co.uk/History-Chinese-Hardback-Cambridge-Library/dp/1107016614/ref=sr_1_1067?s=books&ie=UTF8&qid=1540479590&sr=1-1067&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Early Sources of Scottish History, 500-1286 (Paul Watkins medieval studies)","723,871",140.00,Alan Orr Anderson,1871615054, 1871615054, 978-1871615050,https://www.amazon.co.uk/Sources-Scottish-History-500-1286-medieval/dp/1871615054/ref=sr_1_1060?s=books&ie=UTF8&qid=1540479590&sr=1-1060&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Ernsting's Aviation and Space Medicine 5E,"406,901",126.35,David Gradwell,1444179942, 9781444179941, 978-1444179941,https://www.amazon.co.uk/Ernstings-Aviation-Space-Medicine-5E/dp/1444179942/ref=sr_1_1058?s=books&ie=UTF8&qid=1540479590&sr=1-1058&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Chemical Sensors: Simulation and Modeling Volume 2: Conductometric-Type Sensors (Sensors Technology),"620,651",178.78,Ghenadii Korotcenkov,160650312X, 160650312X, 978-1606503126,https://www.amazon.co.uk/Chemical-Sensors-Simulation-Conductometric-Type-Technology/dp/160650312X/ref=sr_1_1057?s=books&ie=UTF8&qid=1540479590&sr=1-1057&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Matta: On the Edge of a Dream,"643,607",282.00,Thomas Monahan,8857229408, 8857229408, 978-8857229409,https://www.amazon.co.uk/Matta-Edge-Dream-Oksana-Salamatina/dp/8857229408/ref=sr_1_1054?s=books&ie=UTF8&qid=1540479572&sr=1-1054&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Grabb and Smith's Plastic Surgery,"420,223",166.44,Charles H. Thorne,1451109555, 1451109555, 978-1451109559,https://www.amazon.co.uk/Smiths-Plastic-Surgery-Charles-Thorne/dp/1451109555/ref=sr_1_1048?s=books&ie=UTF8&qid=1540479572&sr=1-1048&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Decoratively speaking;: The essentials and principles of interior decoration,"554,416",153.94,Gladys Miller,B00085OLXE,Not available,Not available,https://www.amazon.co.uk/Decoratively-speaking-essentials-principles-decoration/dp/B00085OLXE/ref=sr_1_1046?s=books&ie=UTF8&qid=1540479572&sr=1-1046&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Laytime and Demurrage (Lloyd's Shipping Law Library),"515,336",389.88,John Schofield,1138892025, 9781138892026, 978-1138892026,https://www.amazon.co.uk/Laytime-Demurrage-Lloyds-Shipping-Library/dp/1138892025/ref=sr_1_1044?s=books&ie=UTF8&qid=1540479572&sr=1-1044&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Babylonian Gilgamesh Epic: Introduction, Critical Edition and Cuneiform Texts","657,842",614.55,A. R. George,0198149220, 0198149220, 978-0198149224,https://www.amazon.co.uk/Babylonian-Gilgamesh-Epic-Introduction-Cuneiform/dp/0198149220/ref=sr_1_1043?s=books&ie=UTF8&qid=1540479572&sr=1-1043&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Maraging Steels: Modelling of Microstructure, Properties and Applications (Woodhead Publishing Series in Metals and Surface Engineering)","690,548",198.18,W Sha,1845696867, 9781845696863, 978-1845696863,https://www.amazon.co.uk/Maraging-Steels-Microstructure-Applications-Engineering/dp/1845696867/ref=sr_1_1036?s=books&ie=UTF8&qid=1540479555&sr=1-1036&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Econometrics of Financial High-Frequency Data,"277,193",174.68,Nikolaus Hautsch,3642219241, 9783642219245, 978-3642219245,https://www.amazon.co.uk/Econometrics-Financial-High-Frequency-Nikolaus-Hautsch/dp/3642219241/ref=sr_1_1035?s=books&ie=UTF8&qid=1540479555&sr=1-1035&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Body Imaging: Thorax and Abdomen: Anatomical Landmarks, Image Findings, Diagnosis","318,384",140.96,Gabriele A. Krombach,3132054119, 3132054119, 978-3132054110,https://www.amazon.co.uk/Body-Imaging-Anatomical-Landmarks-Diagnosis/dp/3132054119/ref=sr_1_1032?s=books&ie=UTF8&qid=1540479555&sr=1-1032&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Europe’s Place in Global Financial Governance after the Crisis (Journal of European Public Policy),"629,841",169.18,Daniel Mügge,1138803499, 9781138803497, 978-1138803497,https://www.amazon.co.uk/Europes-Financial-Governance-Journal-European/dp/1138803499/ref=sr_1_1029?s=books&ie=UTF8&qid=1540479555&sr=1-1029&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Body Imaging: Thorax and Abdomen: Anatomical Landmarks, Image Findings, Diagnosis","318,384",140.96,Gabriele A. Krombach,3132054119, 3132054119, 978-3132054110,https://www.amazon.co.uk/Body-Imaging-Anatomical-Landmarks-Diagnosis/dp/3132054119/ref=sr_1_1023?s=books&ie=UTF8&qid=1540479538&sr=1-1023&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Europe’s Place in Global Financial Governance after the Crisis (Journal of European Public Policy),"629,841",169.18,Daniel Mügge,1138803499, 9781138803497, 978-1138803497,https://www.amazon.co.uk/Europes-Financial-Governance-Journal-European/dp/1138803499/ref=sr_1_1020?s=books&ie=UTF8&qid=1540479538&sr=1-1020&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Williams Obstetrics, 25th Edition","273,656",106.30,Jodi Dashe,1259644324, 1259644324, 978-1259644320,https://www.amazon.co.uk/Williams-Obstetrics-25th-Kenneth-Leveno/dp/1259644324/ref=sr_1_1014?s=books&ie=UTF8&qid=1540479538&sr=1-1014&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Scientific Realism and Socialist Thought,"621,892",101.73,Andrew Collier,0710813090, 0710813090, 978-0710813091,https://www.amazon.co.uk/Scientific-Realism-Socialist-Thought-Collier/dp/0710813090/ref=sr_1_1013?s=books&ie=UTF8&qid=1540479538&sr=1-1013&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Neoclassical History and English Culture (Studies in Modern History),"395,187",113.05,Philip Stephen Hicks,0333659406, 0333659406, 978-0333659403,https://www.amazon.co.uk/Neoclassical-History-English-Culture-Studies/dp/0333659406/ref=sr_1_1010?s=books&ie=UTF8&qid=1540479538&sr=1-1010&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Women and Islam in Bangladesh: Beyond Subjection and Tyranny,"379,050",192.16,Taj UL-Islam Hashmi,0333749596, 9780333749593, 978-0333749593,https://www.amazon.co.uk/Women-Islam-Bangladesh-Subjection-Tyranny/dp/0333749596/ref=sr_1_1009?s=books&ie=UTF8&qid=1540479538&sr=1-1009&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Barrington Atlas of the Greek and Roman World: Directory (2 Vol Set),"539,073",215.27,Richard J.A. Talbert,0691049459, 9780691049458, 978-0691049458,https://www.amazon.co.uk/Barrington-Atlas-Greek-Roman-World/dp/0691049459/ref=sr_1_1004?s=books&ie=UTF8&qid=1540479525&sr=1-1004&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Radiology Illustrated: Spine,"671,632",184.74,Heung Sik Kang,3642356281, 9783642356285, 978-3642356285,https://www.amazon.co.uk/Radiology-Illustrated-Heung-Sik-Kang/dp/3642356281/ref=sr_1_1002?s=books&ie=UTF8&qid=1540479525&sr=1-1002&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The British Stable: An Architectural and Social History (Paul Mellon Centre for Studies in British Art) (The Paul Mellon Centre for Studies in British Art),"584,040",485.18,Giles Worsley,0300107080, 0300107080, 978-0300107081,https://www.amazon.co.uk/British-Stable-Architectural-History-Studies/dp/0300107080/ref=sr_1_1000?s=books&ie=UTF8&qid=1540479525&sr=1-1000&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Equine Surgery, 5e","482,040",205.15,Jorg A. Auer Dr Med Vet  MS,0323484204, 0323484204, 978-0323484206,https://www.amazon.co.uk/Equine-Surgery-Jorg-Auer-Med/dp/0323484204/ref=sr_1_998?s=books&ie=UTF8&qid=1540479525&sr=1-998&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Improving Comfort in Clothing (Woodhead Publishing Series in Textiles),"744,947",196.89,Guowen Song,1845695399, 1845695399, 978-1845695392,https://www.amazon.co.uk/Improving-Clothing-Woodhead-Publishing-Textiles/dp/1845695399/ref=sr_1_997?s=books&ie=UTF8&qid=1540479525&sr=1-997&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Probable Truth: Editing Medieval Texts from Britain in the Twenty-first Century (Texts and Transitions),"739,358",150.98,Associate Professor Vincent Gillespie,2503536832, 2503536832, 978-2503536835,https://www.amazon.co.uk/Probable-Truth-Medieval-Twenty-first-Transitions/dp/2503536832/ref=sr_1_996?s=books&ie=UTF8&qid=1540479525&sr=1-996&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Braconid and Ichneumonid Parasitoid Wasps: Biology, Systematics, Evolution and Ecology","740,583",129.45,Donald L. J. Quicke,1118907051, 1118907051, 978-1118907054,https://www.amazon.co.uk/Braconid-Ichneumonid-Parasitoid-Wasps-Systematics/dp/1118907051/ref=sr_1_995?s=books&ie=UTF8&qid=1540479525&sr=1-995&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Longman Grammar of Spoken and Written English,"641,756",243.74,Prof Douglas Biber,0582237254, 0582237254, 978-0582237254,https://www.amazon.co.uk/Longman-Grammar-Spoken-Written-English/dp/0582237254/ref=sr_1_994?s=books&ie=UTF8&qid=1540479525&sr=1-994&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Germany around 1900: A Portrait in Colour,"514,285",315.42,Marc Walter,3836549786, 3836549786, 978-3836549783,https://www.amazon.co.uk/Germany-around-1900-Portrait-Colour/dp/3836549786/ref=sr_1_993?s=books&ie=UTF8&qid=1540479525&sr=1-993&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Radiology Illustrated: Spine,"671,632",184.74,Heung Sik Kang,3642356281, 9783642356285, 978-3642356285,https://www.amazon.co.uk/Radiology-Illustrated-Heung-Sik-Kang/dp/3642356281/ref=sr_1_990?s=books&ie=UTF8&qid=1540479505&sr=1-990&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Equine Surgery, 5e","482,040",205.15,Jorg A. Auer Dr Med Vet  MS,0323484204, 0323484204, 978-0323484206,https://www.amazon.co.uk/Equine-Surgery-Jorg-Auer-Med/dp/0323484204/ref=sr_1_987?s=books&ie=UTF8&qid=1540479505&sr=1-987&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Improving Comfort in Clothing (Woodhead Publishing Series in Textiles),"744,947",196.89,Guowen Song,1845695399, 1845695399, 978-1845695392,https://www.amazon.co.uk/Improving-Clothing-Woodhead-Publishing-Textiles/dp/1845695399/ref=sr_1_986?s=books&ie=UTF8&qid=1540479505&sr=1-986&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Probable Truth: Editing Medieval Texts from Britain in the Twenty-first Century (Texts and Transitions),"739,358",150.98,Associate Professor Vincent Gillespie,2503536832, 2503536832, 978-2503536835,https://www.amazon.co.uk/Probable-Truth-Medieval-Twenty-first-Transitions/dp/2503536832/ref=sr_1_985?s=books&ie=UTF8&qid=1540479505&sr=1-985&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Braconid and Ichneumonid Parasitoid Wasps: Biology, Systematics, Evolution and Ecology","740,583",129.45,Donald L. J. Quicke,1118907051, 1118907051, 978-1118907054,https://www.amazon.co.uk/Braconid-Ichneumonid-Parasitoid-Wasps-Systematics/dp/1118907051/ref=sr_1_984?s=books&ie=UTF8&qid=1540479505&sr=1-984&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Longman Grammar of Spoken and Written English,"641,756",243.74,Prof Douglas Biber,0582237254, 0582237254, 978-0582237254,https://www.amazon.co.uk/Longman-Grammar-Spoken-Written-English/dp/0582237254/ref=sr_1_983?s=books&ie=UTF8&qid=1540479505&sr=1-983&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Germany around 1900: A Portrait in Colour,"514,285",315.42,Marc Walter,3836549786, 3836549786, 978-3836549783,https://www.amazon.co.uk/Germany-around-1900-Portrait-Colour/dp/3836549786/ref=sr_1_982?s=books&ie=UTF8&qid=1540479505&sr=1-982&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Georgia O'Keeffe: A Portrait by Alfred Stieglitz,"694,165",109.90,Alfred Stieglitz,0810965119, 0810965119, 978-0810965119,https://www.amazon.co.uk/Georgia-OKeeffe-Portrait-Alfred-Stieglitz/dp/0810965119/ref=sr_1_981?s=books&ie=UTF8&qid=1540479505&sr=1-981&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Liquefied Natural Gas: The Law and Business of LNG, Third Edition","831,740",147.58,Paul Griffin,1911078127, 1911078127, 978-1911078128,https://www.amazon.co.uk/Liquefied-Natural-Gas-Business-Third/dp/1911078127/ref=sr_1_980?s=books&ie=UTF8&qid=1540479505&sr=1-980&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Stimson's Introduction to Airborne Radar (Electromagnetics and Radar),"375,843",127.15,Christopher Baker,1613530226, 1613530226, 978-1613530221,https://www.amazon.co.uk/Stimsons-Introduction-Airborne-Radar-Electromagnetics/dp/1613530226/ref=sr_1_978?s=books&ie=UTF8&qid=1540479505&sr=1-978&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Saggerson on Travel Law and Litigation,"281,280",142.65,Matthew Chapman QC,0854902198, 0854902198, 978-0854902194,https://www.amazon.co.uk/Saggerson-Travel-Litigation-Matthew-Chapman/dp/0854902198/ref=sr_1_973?s=books&ie=UTF8&qid=1540479487&sr=1-973&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Newsgathering: Law, Regulation, and the Public Interest","652,064",185.39,Gavin Millar QC,0199685800, 0199685800, 978-0199685806,https://www.amazon.co.uk/Newsgathering-Law-Regulation-Public-Interest/dp/0199685800/ref=sr_1_972?s=books&ie=UTF8&qid=1540479487&sr=1-972&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Glaucoma: 2-Volume Set, 2e","511,935",230.17,Tarek M. Shaarawy MD  MSc,0702051934, 9780702051937, 978-0702051937,https://www.amazon.co.uk/Glaucoma-2-Tarek-Shaarawy-MSc/dp/0702051934/ref=sr_1_961?s=books&ie=UTF8&qid=1540479487&sr=1-961&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Glaucoma: 2-Volume Set, 2e","511,935",230.17,Tarek M. Shaarawy MD  MSc,0702051934, 9780702051937, 978-0702051937,https://www.amazon.co.uk/Glaucoma-2-Tarek-Shaarawy-MSc/dp/0702051934/ref=sr_1_955?s=books&ie=UTF8&qid=1540479467&sr=1-955&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Furniture from British India and Ceylon: A Catalogue of the Collections in the Victoria and Albert Museum and the Peabody Essex Museum,"789,730",308.84,Amin Jaffer,0883891174, 0883891174, 978-0883891179,https://www.amazon.co.uk/Furniture-British-India-Ceylon-Collections/dp/0883891174/ref=sr_1_953?s=books&ie=UTF8&qid=1540479467&sr=1-953&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Econometric Analysis,"583,643",137.49,William H. Greene,0134461363, 0134461363, 978-0134461366,https://www.amazon.co.uk/Econometric-Analysis-William-H-Greene/dp/0134461363/ref=sr_1_951?s=books&ie=UTF8&qid=1540479467&sr=1-951&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Stability Analysis of Nonlinear Microwave Circuits (Microwave Library),"747,238",113.61,Almudena Suarez,1580533035, 1580533035, 978-1580533034,https://www.amazon.co.uk/Stability-Analysis-Nonlinear-Microwave-Circuits/dp/1580533035/ref=sr_1_948?s=books&ie=UTF8&qid=1540479467&sr=1-948&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Trouble for Trumpets,"384,205",296.09,Peter Cross,051000122X, 9780510001223, 978-0510001223,https://www.amazon.co.uk/Trouble-Trumpets-Peter-Dallas-Smith/dp/051000122X/ref=sr_1_946?s=books&ie=UTF8&qid=1540479467&sr=1-946&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Building in France, Building in Iron, Building in Ferroconcrete (Texts & documents)","748,016",124.95,Giedion,0892363193, 0892363193, 978-0892363193,https://www.amazon.co.uk/Building-France-Ferroconcrete-Texts-documents/dp/0892363193/ref=sr_1_945?s=books&ie=UTF8&qid=1540479467&sr=1-945&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Developmental Biology,"229,798",150.12,Scott F. Gilbert,1605354708, 9781605354705, 978-1605354705,https://www.amazon.co.uk/Developmental-Biology-Scott-F-Gilbert/dp/1605354708/ref=sr_1_942?s=books&ie=UTF8&qid=1540479450&sr=1-942&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Fetal and Hybrid Procedures in Congenital Heart Diseases,"690,325","1,000.00",Gianfranco Butera,331940086X, 9783319400860, 978-3319400860,https://www.amazon.co.uk/Fetal-Hybrid-Procedures-Congenital-Diseases/dp/331940086X/ref=sr_1_938?s=books&ie=UTF8&qid=1540479450&sr=1-938&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
How to Play Golf.,"653,307",121.00,Harry. Vardon,B000GM0MUU,Not available,Not available,https://www.amazon.co.uk/How-Play-Golf-Harry-Vardon/dp/B000GM0MUU/ref=sr_1_936?s=books&ie=UTF8&qid=1540479450&sr=1-936&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
John Harrison: The Man Who Found Longitude,"623,431",370.65,Humphrey Quill,B0013FRS6U,Not available,Not available,https://www.amazon.co.uk/John-Harrison-Man-Found-Longitude/dp/B0013FRS6U/ref=sr_1_932?s=books&ie=UTF8&qid=1540479450&sr=1-932&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Equine Internal Medicine, 4e","225,472",160.56,Stephen M. Reed DVM  Dip ACVIM,032344329X, 032344329X, 978-0323443296,https://www.amazon.co.uk/Equine-Internal-Medicine-Stephen-ACVIM/dp/032344329X/ref=sr_1_923?s=books&ie=UTF8&qid=1540479434&sr=1-923&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Saving Face in Business: Managing Cross-Cultural Interactions,"734,084",133.63,Rebecca S. Merkin,1137591730, 1137591730, 978-1137591739,https://www.amazon.co.uk/Saving-Face-Business-Cross-Cultural-Interactions/dp/1137591730/ref=sr_1_920?s=books&ie=UTF8&qid=1540479434&sr=1-920&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Color Chemistry: Syntheses, Properties, and Applications of Organic Dyes and Pigments","950,335",465.04,Heinrich Zollinger,3906390233, 3906390233, 978-3906390239,https://www.amazon.co.uk/Color-Chemistry-Syntheses-Properties-Applications/dp/3906390233/ref=sr_1_919?s=books&ie=UTF8&qid=1540479434&sr=1-919&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The New Encyclopedia Britannica (15th Edition)^,"643,139",290.00,Author,B00RWX5IIC,Not available,Not available,https://www.amazon.co.uk/New-Encyclopedia-Britannica-15th/dp/B00RWX5IIC/ref=sr_1_918?s=books&ie=UTF8&qid=1540479434&sr=1-918&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The International Law of Investment Claims by Zachary Douglas (July 20,2009)","620,484",155.02,Zachary Douglas,B01B98S9ZE,Not available,Not available,https://www.amazon.co.uk/International-Investment-Claims-Zachary-Douglas/dp/B01B98S9ZE/ref=sr_1_911?s=books&ie=UTF8&qid=1540479414&sr=1-911&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Fabuleuses affiches de cirques,"684,174",128.00,Dominique Denis,2915189293, 2915189293, 978-2915189292,https://www.amazon.co.uk/Fabuleuses-affiches-cirques-Dominique-Denis/dp/2915189293/ref=sr_1_906?s=books&ie=UTF8&qid=1540479414&sr=1-906&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Handbook of Linguistic Annotation,"705,111",232.34,Nancy Ide,9402408797, 9402408797, 978-9402408799,https://www.amazon.co.uk/Handbook-Linguistic-Annotation-Nancy-Ide/dp/9402408797/ref=sr_1_905?s=books&ie=UTF8&qid=1540479414&sr=1-905&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Arshile Gorky: A Retrospective of Drawings by Janie C. Lee (2003-11-04),"748,913",112.81,Janie C. Lee;Melvin P. Lader,B01FKRQ55G,Not available,Not available,https://www.amazon.co.uk/Arshile-Gorky-Retrospective-Drawings-2003-11-04/dp/B01FKRQ55G/ref=sr_1_902?s=books&ie=UTF8&qid=1540479414&sr=1-902&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Routledge Companion to Animal-Human History (Routledge Companions),"508,390",136.74,Hilda Kean,1138193267, 1138193267, 978-1138193260,https://www.amazon.co.uk/Routledge-Companion-Animal-Human-History-Companions/dp/1138193267/ref=sr_1_901?s=books&ie=UTF8&qid=1540479414&sr=1-901&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Amazing Spider-Man Omnibus Vol. 2 (New Printing), The (The Amazing Spider-Man Omnibus)","405,305",132.00,Stan Lee,130290180X, 130290180X, 978-1302901806,https://www.amazon.co.uk/Amazing-Spider-Man-Omnibus-Vol-Printing/dp/130290180X/ref=sr_1_899?s=books&ie=UTF8&qid=1540479414&sr=1-899&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Amazing Spider-Man Omnibus Vol. 2 (New Printing), The (The Amazing Spider-Man Omnibus)","405,305",132.00,Stan Lee,130290180X, 130290180X, 978-1302901806,https://www.amazon.co.uk/Amazing-Spider-Man-Omnibus-Vol-Printing/dp/130290180X/ref=sr_1_895?s=books&ie=UTF8&qid=1540479401&sr=1-895&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
ESV Reader's Bible,"641,815",118.86,Crossway,1433553473, 1433553473, 978-1433553479,https://www.amazon.co.uk/ESV-Readers-Bible-Crossway/dp/1433553473/ref=sr_1_892?s=books&ie=UTF8&qid=1540479401&sr=1-892&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Handbook on Participatory Governance (Handbooks of Research on Public Policy Series),"708,822",147.89,Hubert Heinelt,1785364340, 1785364340, 978-1785364341,https://www.amazon.co.uk/Handbook-Participatory-Governance-Handbooks-Research/dp/1785364340/ref=sr_1_891?s=books&ie=UTF8&qid=1540479401&sr=1-891&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"Eurasian Transformations,Tenth to Thirteenth Centuries: Crystallizations,Divergences,Renaissances","737,449",226.89,Johann Pall Arnason,9004143106, 9004143106, 978-9004143104,https://www.amazon.co.uk/Eurasian-Transformations-Tenth-Thirteenth-Centuries/dp/9004143106/ref=sr_1_888?s=books&ie=UTF8&qid=1540479401&sr=1-888&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Oxford Encyclopedia of Medieval Warfare and Military Technology (Set of 3),"353,117",251.02,Clifford Rogers,0195334035, 0195334035, 978-0195334036,https://www.amazon.co.uk/Encyclopedia-Medieval-Warfare-Military-Technology/dp/0195334035/ref=sr_1_887?s=books&ie=UTF8&qid=1540479401&sr=1-887&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Christian Monuments of Cyrenaica (Society for Libyan Studies Monograph),"675,902",298.99,J. B. Ward-Perkins,1900971011, 1900971011, 978-1900971010,https://www.amazon.co.uk/Christian-Monuments-Cyrenaica-Society-Monograph/dp/1900971011/ref=sr_1_885?s=books&ie=UTF8&qid=1540479401&sr=1-885&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
The Sky Book,"661,667",115.00,"Richard (Los Angeles, 1949) MISRACH",B00ND92J18,Not available,Not available,https://www.amazon.co.uk/Book-Richard-Angeles-1949-MISRACH/dp/B00ND92J18/ref=sr_1_884?s=books&ie=UTF8&qid=1540479401&sr=1-884&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Legal and Conduct Risk in the Financial Markets,"504,862",168.03,Roger McCormick,0198749279, 9780198749271, 978-0198749271,https://www.amazon.co.uk/Legal-Conduct-Risk-Financial-Markets/dp/0198749279/ref=sr_1_882?s=books&ie=UTF8&qid=1540479401&sr=1-882&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Breast Surgery: Aesthetic Approaches,"671,708","1,000.00",Juarez M. Avelar,3319541145, 3319541145, 978-3319541143,https://www.amazon.co.uk/Breast-Surgery-Approaches-Juarez-Avelar/dp/3319541145/ref=sr_1_875?s=books&ie=UTF8&qid=1540479386&sr=1-875&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Conflict and Catastrophe Medicine: A Practical Guide,"762,612",256.14,James M. Ryan,1447129261, 9781447129264, 978-1447129264,https://www.amazon.co.uk/Conflict-Catastrophe-Medicine-Practical-Guide/dp/1447129261/ref=sr_1_874?s=books&ie=UTF8&qid=1540479386&sr=1-874&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Siza: Complete Works 1952-2013,"558,049",233.30,Philip Jodidio,3836521717, 3836521717, 978-3836521710,https://www.amazon.co.uk/Siza-Complete-1952-2013-Philip-Jodidio/dp/3836521717/ref=sr_1_872?s=books&ie=UTF8&qid=1540479386&sr=1-872&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
"The Marlborough Gems: Formerly at Blenheim Palace, Oxfordshire (0)","538,406",205.63,John Boardman,0199237514, 0199237514, 978-0199237517,https://www.amazon.co.uk/Marlborough-Gems-Formerly-Blenheim-Oxfordshire/dp/0199237514/ref=sr_1_871?s=books&ie=UTF8&qid=1540479386&sr=1-871&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
Extra-Coronal Restorations: Concepts and Clinical Application (BDJ Clinician’s Guides),"437,638",144.10,Robert Wassell,3319790927, 3319790927, 978-3319790923,https://www.amazon.co.uk/Extra-Coronal-Restorations-Concepts-Application-Clinicians/dp/3319790927/ref=sr_1_869?s=books&ie=UTF8&qid=1540479386&sr=1-869&refinements=p_n_binding_browse-bin%3A492563011%2Cp_36%3A10000-100000
